account_id,region,instance_id,instance_type,state,availability_zone,launch_time,tags
131471595343,eu-north-1,i-09071fcd42e350fa9,t3.micro,running,eu-north-1b,2025-10-22T00:46:29+00:00,aws:cloudformation:stack-name=awseb-e-ezcmzrx2jw-stack;Name=questboard1-env;aws:cloudformation:stack-id=arn:aws:cloudformation:eu-north-1:131471595343:stack/awseb-e-ezcmzrx2jw-stack/76a186d0-aee0-11f0-86cc-069c366a35f7;aws:autoscaling:groupName=awseb-e-ezcmzrx2jw-stack-AWSEBAutoScalingGroup-RSitiAxp6mLj;aws:cloudformation:logical-id=AWSEBAutoScalingGroup;elasticbeanstalk:environment-id=e-ezcmzrx2jw;aws:ec2launchtemplate:id=lt-0b2dfd1e88ff28500;aws:ec2launchtemplate:version=1;elasticbeanstalk:environment-name=questboard1-env
