account_id,region,instance_id,timestamp,cpu_avg,cpu_max,network_in_avg,network_out_avg,disk_read_ops_avg,disk_write_ops_avg,period_seconds
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-12T17:00:00+00:00,0.3379949634969834,0.5921897676280714,24888.03888888889,38101.072222222225,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-09T23:00:00+00:00,0.33689995572869524,0.5499908334861084,25154.916666666668,38635.28888888889,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-31T02:00:00+00:00,0.3235148437573709,0.6009916361997296,25288.866666666665,38320.01111111111,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-28T08:00:00+00:00,0.3272192315192901,0.5993407252022774,24960.444444444445,37968.27222222222,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-07T05:00:00+00:00,0.33500062147014265,0.6749662516874155,25401.23888888889,38832.74444444444,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-08T08:00:00+00:00,0.3375984442006181,0.5411705936225127,25253.4,38508.71666666667,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-29T11:00:00+00:00,0.3229175141030919,0.5333511117037235,25184.655555555557,38184.811111111114,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-15T11:00:00+00:00,0.3294442114856265,0.5417027801853457,25018.31111111111,38016.53333333333,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-05T14:00:00+00:00,0.3323627919590151,0.5421365183158737,24987.911111111112,38137.21666666667,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-26T17:00:00+00:00,0.3289826967246669,0.525,25071.366666666665,38344.438888888886,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-02T20:00:00+00:00,0.32180674259637265,0.5166752779212986,25475.283333333333,38507.066666666666,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-23T23:00:00+00:00,0.3285197502540015,0.5416305579628025,25224.216666666667,38408.74444444444,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-13T20:00:00+00:00,0.3379672046513022,0.5673001518362171,24845.98888888889,38180.72222222222,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-03T23:00:00+00:00,0.3282405008081058,0.5249912501458309,25565.755555555555,38466.12777777778,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-25T02:00:00+00:00,0.3289846596587086,0.5416666666666667,24998.75,38184.705555555556,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-11-01T05:00:00+00:00,0.3210617121198472,0.5171234590554991,25173.12777777778,37976.50555555556,,,10800
131471595343,eu-north-1,i-09071fcd42e350fa9,2025-10-22T08:00:00+00:00,1.274402359757641,1.5334611217601466,21842.855555555554,29737.222222222223,,,10800
