account_id,region,instance_id,instance_type,state,availability_zone,launch_time,private_ip,public_ip,vpc_id,subnet_id,ami_id,tenancy,hypervisor,architecture,monitoring,cpu_cores,threads_per_core,security_groups,ebs_volumes,network_interfaces,tags
131471595343,eu-north-1,i-09071fcd42e350fa9,t3.micro,running,eu-north-1b,2025-10-22T00:46:29+00:00,172.31.46.206,13.60.205.215,vpc-0b19f95f2a9d3e2f8,subnet-0bce62cb886ef9100,ami-0cf4d1a6c49b97474,default,xen,x86_64,disabled,1,2,sg-0ba1509cfeb945ea9,vol-075116c764cbeeb9c,eni-0f0278cbb8112f9b2,aws:cloudformation:stack-name=awseb-e-ezcmzrx2jw-stack;Name=questboard1-env;aws:cloudformation:stack-id=arn:aws:cloudformation:eu-north-1:131471595343:stack/awseb-e-ezcmzrx2jw-stack/76a186d0-aee0-11f0-86cc-069c366a35f7;aws:autoscaling:groupName=awseb-e-ezcmzrx2jw-stack-AWSEBAutoScalingGroup-RSitiAxp6mLj;aws:cloudformation:logical-id=AWSEBAutoScalingGroup;elasticbeanstalk:environment-id=e-ezcmzrx2jw;aws:ec2launchtemplate:id=lt-0b2dfd1e88ff28500;aws:ec2launchtemplate:version=1;elasticbeanstalk:environment-name=questboard1-env
