account_id,distribution_id,domain_name,status,enabled,comment,price_class,last_modified
131471595343,E20YP20EHL79GZ,d277uiwpvrg0wk.cloudfront.net,Deployed,True,,PriceClass_All,2025-10-22T11:33:06.616000+00:00
