account_id,region,db_instance_id,timestamp,cpu_util_avg,free_storage_avg,free_mem_avg,db_conns_avg,read_iops_avg,write_iops_avg,read_latency_avg,write_latency_avg,queue_depth_avg,net_rx_avg,net_tx_avg,period_seconds
131471595343,eu-north-1,2025-10-28T18:00:00+00:00,ahoydb,5.573017393526646,20341365984.780487,0.0
131471595343,eu-north-1,2025-10-28T19:00:00+00:00,ahoydb,3.816382107586264,19636679406.933334,0.0
131471595343,eu-north-1,2025-10-28T20:00:00+00:00,ahoydb,3.6507830871812557,18831338086.4,0.0
131471595343,eu-north-1,2025-10-28T21:00:00+00:00,ahoydb,3.524282252047255,18395089646.933334,0.0
131471595343,eu-north-1,2025-10-28T22:00:00+00:00,ahoydb,3.5535008662395864,18395038993.066666,0.0
131471595343,eu-north-1,2025-10-28T23:00:00+00:00,ahoydb,3.55787171324118,18394964923.733334,0.0
131471595343,eu-north-1,2025-10-29T00:00:00+00:00,ahoydb,3.5735063944366567,18394935227.733334,0.0
131471595343,eu-north-1,2025-10-29T01:00:00+00:00,ahoydb,3.502113905870722,18394905600.0,0.0
131471595343,eu-north-1,2025-10-29T02:00:00+00:00,ahoydb,3.480585846893296,18394875562.666668,0.0
131471595343,eu-north-1,2025-10-29T03:00:00+00:00,ahoydb,3.4763233800641067,18394837742.933334,0.0
131471595343,eu-north-1,2025-10-29T04:00:00+00:00,ahoydb,3.476313584253711,18394807910.4,0.0
131471595343,eu-north-1,2025-10-29T05:00:00+00:00,ahoydb,3.4504059853174507,18394778214.4,0.0
131471595343,eu-north-1,2025-10-29T06:00:00+00:00,ahoydb,3.57902406753757,18394738961.066666,0.0
131471595343,eu-north-1,2025-10-29T07:00:00+00:00,ahoydb,3.538409405624519,18394718208.0,0.0
131471595343,eu-north-1,2025-10-29T08:00:00+00:00,ahoydb,3.4795312124580478,18394683801.6,0.0
131471595343,eu-north-1,2025-10-29T09:00:00+00:00,ahoydb,3.481312002075155,18394650350.933334,0.0
131471595343,eu-north-1,2025-10-29T10:00:00+00:00,ahoydb,3.4728942995448127,18394620586.666668,0.0
131471595343,eu-north-1,2025-10-29T11:00:00+00:00,ahoydb,3.4413402592378897,18394590617.6,0.0
131471595343,eu-north-1,2025-10-29T12:00:00+00:00,ahoydb,3.5149189262694094,18394560785.066666,0.0
131471595343,eu-north-1,2025-10-29T13:00:00+00:00,ahoydb,3.4203760262676237,18394530679.466667,0.0
131471595343,eu-north-1,2025-10-29T14:00:00+00:00,ahoydb,3.475709823248478,18394500505.6,0.0
131471595343,eu-north-1,2025-10-29T15:00:00+00:00,ahoydb,3.530101907715604,18394379946.666668,0.0
131471595343,eu-north-1,2025-10-29T16:00:00+00:00,ahoydb,3.4321567146300924,18319345254.4,0.06666666666666667
131471595343,eu-north-1,2025-10-29T17:00:00+00:00,ahoydb,3.4156082494101185,18319211246.933334,1.1166666666666667
131471595343,eu-north-1,2025-10-29T18:00:00+00:00,ahoydb,3.4904765568555307,18319089595.733334,3.0
131471595343,eu-north-1,2025-10-29T19:00:00+00:00,ahoydb,3.4074716350679854,18319059694.933334,3.0
131471595343,eu-north-1,2025-10-29T20:00:00+00:00,ahoydb,3.438167412391184,18319029589.333332,3.0
131471595343,eu-north-1,2025-10-29T21:00:00+00:00,ahoydb,3.457434388302594,18318999278.933334,1.0
